name,weather,humidity,temp,speed,grnd_level,dt,hour
344,Solapur,Clouds,86,296.98,6.03,952,2024-07-26 11:14:44,11
345,Sonala,Clouds,89,295.6,6.71,939,2024-07-26 11:14:19,11
346,Sonegaon,Rain,84,299.19,5.2,974,2024-07-26 11:17:55,11
347,Songir,Clouds,80,300.45,11.07,970,2024-07-26 11:17:55,11
348,Sonvad,Clouds,74,301.84,10.7,981,2024-07-26 11:17:56,11
349,Soygaon,Clouds,69,301.97,9.73,953,2024-07-26 11:17:56,11
350,Srīvardhan,Clouds,85,301.28,7.73,999,2024-07-26 11:17:57,11
351,Surgāna,Clouds,85,297.07,5.44,948,2024-07-26 11:17:58,11
352,Talegaon Dābhāde,Clouds,81,297.27,7.62,930,2024-07-26 11:17:59,11
353,Talegaon Dhamdhere,Clouds,71,299.44,9.91,938,2024-07-26 11:18:00,11
354,Taloda,Clouds,81,301.09,8.96,978,2024-07-26 11:18:00,11
355,Tārāpur,Clouds,87,301.21,8.57,1000,2024-07-26 11:18:01,11
356,Tāsgaon,Clouds,79,299.24,9.43,938,2024-07-26 11:18:04,11
357,Telhāra,Clouds,86,298.79,5.71,965,2024-07-26 11:18:04,11
358,Thalner,Clouds,71,302.43,9.92,980,2024-07-26 11:18:05,11
359,Thāne,Clouds,83,301.1,5.14,999,2024-07-26 11:18:05,11
360,Trimbak,Clouds,90,295.99,8.22,934,2024-07-26 11:18:06,11
361,Tuljāpur,Clouds,87,295.83,6.51,940,2024-07-26 11:18:07,11
362,Tumsar,Rain,86,299.68,4.79,967,2024-07-26 11:18:08,11
363,Udgīr,Clouds,88,295.29,7.66,939,2024-07-26 11:18:08,11
364,Ulhasnagar,Clouds,88,301.15,5.38,999,2024-07-26 11:18:09,11
365,Umarga,Clouds,90,295.59,6.32,939,2024-07-26 11:18:09,11
366,Umarkhed,Clouds,81,298.03,8.85,957,2024-07-26 11:18:10,11
367,Umred,Rain,87,301.31,5.62,967,2024-07-26 11:18:10,11
368,Uran,Clouds,85,301.13,8.39,1002,2024-07-26 11:18:11,11
369,Uruli Kanchan,Clouds,76,298.53,7.79,935,2024-07-26 11:18:11,11
370,Wageningen,Drizzle,97,291.62,3.09,1007,2024-07-26 11:18:12,11
371,Vadgaon,Clouds,66,302.84,9.57,970,2024-07-26 11:18:12,11
372,Vaijāpur,Clouds,66,300.15,11.34,942,2024-07-26 11:18:13,11
373,Vairag,Clouds,82,297.21,7.15,948,2024-07-26 11:18:14,11
374,Valsang,Clouds,82,297.32,6.83,952,2024-07-26 11:18:14,11
375,Varangaon,Clouds,77,300.88,6.63,973,2024-07-26 11:18:15,11
376,Vashi,Clouds,83,301.16,5.14,1000,2024-07-26 11:18:16,11
377,Vasind,Clouds,91,299.24,4.3,995,2024-07-26 11:18:16,11
378,Vatul,Clouds,77,301.49,10.87,984,2024-07-26 11:18:17,11
379,Vengurla,Clouds,83,301.16,8.41,1006,2024-07-26 11:18:19,11
380,Vinchur,Clouds,74,298.84,10.49,937,2024-07-26 11:18:21,11
381,Virār,Clouds,87,302.16,7.34,1000,2024-07-26 11:18:22,11
382,Vite,Clouds,76,298.71,9.58,928,2024-07-26 11:18:23,11
383,Wadala,Clouds,83,301.18,5.14,1002,2024-07-26 11:18:23,11
384,Wadgaon,Clouds,81,297.06,7.66,929,2024-07-26 11:18:24,11
385,Wadner,Rain,84,299.37,5.62,974,2024-07-26 11:18:24,11
386,Wagholi,Clouds,74,298.8,8.29,935,2024-07-26 11:18:25,11
387,Wai,Clouds,80,297.28,5.91,907,2024-07-26 11:18:26,11
388,Wakad,Clouds,79,297.87,7.11,932,2024-07-26 11:18:26,11
389,Walgaon,Clouds,90,298.15,6.69,962,2024-07-26 11:18:27,11
390,Walki,Clouds,75,297.55,10.08,928,2024-07-26 11:18:27,11
391,Wani,Rain,87,298.3,6.7,976,2024-07-26 11:18:28,11
392,Wardha,Rain,86,298.68,5.48,969,2024-07-26 11:18:28,11
393,Warora,Rain,87,298.41,5.86,977,2024-07-26 11:18:29,11
394,Warud,Clouds,95,296.91,3.32,950,2024-07-26 11:18:29,11
395,Wāshīm,Clouds,79,298.67,10.09,943,2024-07-26 11:18:30,11
396,Yāval,Clouds,82,300.31,6.56,967,2024-07-26 11:18:31,11
397,Yavatmal,Clouds,80,299.41,7.58,962,2024-07-26 11:18:33,11
398,Yeola,Clouds,66,300.42,11.91,940,2024-07-26 11:18:33,11
399,Achalpur,Clouds,91,298.15,4.69,959,2024-07-26 12:24:40,12
400,Aheri,Clouds,90,298.94,3.31,985,2024-07-26 12:24:43,12
401,Ahmadpur,Clouds,88,296.07,7.01,946,2024-07-26 12:24:43,12
402,Ahmednagar,Clouds,75,297.6,9.73,933,2024-07-26 12:24:26,12
403,Airoli,Clouds,83,301.16,5.14,1003,2024-07-26 12:24:43,12
404,Ajara,Rain,76,298.21,0.47,828,2024-07-26 12:24:44,12
405,Akalkot,Clouds,91,296.03,7.1,955,2024-07-26 12:24:44,12
406,Akola,Clouds,83,300.07,7.47,969,2024-07-26 12:23:52,12
407,Akot,Clouds,89,298.56,6.04,965,2024-07-26 12:24:45,12
408,Alandi,Clouds,76,298.58,8.37,943,2024-07-26 12:24:46,12
409,Ale,Clear,19,304.33,2.12,875,2024-07-26 12:24:46,12
410,Alibag,Clouds,87,301.19,7.37,1004,2024-07-26 12:24:46,12
411,Allāpalli,Clouds,92,298.73,3.82,983,2024-07-26 12:24:47,12
412,Amalner,Clouds,70,302.3,9.05,980,2024-07-26 12:24:47,12
413,Ambarnath,Clouds,86,300.93,6.16,999,2024-07-26 12:24:47,12
414,Ambad,Clouds,72,299.33,7.26,946,2024-07-26 12:24:47,12
415,Ambajogai,Clouds,83,296.3,8.76,934,2024-07-26 12:24:48,12
416,Ambernath,Clouds,89,301.03,5.16,1001,2024-07-26 12:24:48,12
417,Amgaon,Clouds,83,300.94,5.09,959,2024-07-26 12:24:48,12
418,Amrāvati,Clouds,88,298.36,6.89,962,2024-07-26 12:24:49,12
419,Andheri,Clouds,74,304.92,0.52,919,2024-07-26 12:24:49,12
420,Andura,Clouds,83,299.5,6.14,973,2024-07-26 12:24:49,12
421,Anjangaon,Clouds,91,298.37,5.33,962,2024-07-26 12:24:49,12
422,Anshing,Clouds,83,298.44,8.77,942,2024-07-26 12:24:50,12
423,Arag,Clouds,75,299.26,10.38,939,2024-07-26 12:24:51,12
424,Ārangaon,Clouds,79,297.75,8.74,943,2024-07-26 12:24:51,12
425,Artist Village,Clouds,83,301.05,5.14,1001,2024-07-26 12:24:52,12
426,Ārvi,Clouds,89,298.92,6.11,966,2024-07-26 12:24:52,12
427,Ashta,Rain,83,300.89,5.69,945,2024-07-26 12:24:52,12
428,Ashti,Clouds,82,297.89,6.3,954,2024-07-26 12:24:52,12
429,Asoda,Clouds,77,301.02,6.74,978,2024-07-26 12:24:53,12
430,Astagaon,Clouds,74,299.2,7.8,945,2024-07-26 12:24:53,12
431,Aurangabad,Haze,89,299.2,3.09,940,2024-07-26 12:24:55,12
432,Vic,Clear,92,293.22,0.15,957,2024-07-26 12:24:55,12
433,Badlapur,Clouds,87,301.04,5.88,1001,2024-07-26 12:24:55,12
434,Badnapur,Clouds,72,299.57,8.81,946,2024-07-26 12:24:55,12
435,Badnera,Clouds,87,299.02,7.3,962,2024-07-26 12:24:56,12
436,Bagewadi,Clouds,70,299.86,11.35,946,2024-07-26 12:24:56,12
437,Bālāpur,Clouds,83,300.0,6.48,969,2024-07-26 12:24:56,12
438,Ballarpur,Rain,88,298.13,5.74,981,2024-07-26 12:24:58,12
439,Ballarpur,Rain,89,298.8,6.07,981,2024-07-26 12:24:58,12
440,Bārāmati,Clouds,75,297.81,7.48,944,2024-07-26 12:22:09,12
441,Bārsi,Clouds,84,297.13,7.81,947,2024-07-26 12:25:01,12
442,Basmat,Clouds,85,300.08,6.75,959,2024-07-26 12:25:01,12
443,Bavdhan,Clouds,80,297.69,6.98,937,2024-07-26 12:25:02,12
444,Bawanbir,Clouds,87,298.69,6.29,966,2024-07-26 12:25:02,12
445,Beed,Clouds,90,297.2,6.31,945,2024-07-26 12:25:02,12
446,Bhandāra,Rain,89,299.46,5.29,970,2024-07-26 12:25:04,12
447,Bhigvan,Clouds,66,300.12,9.68,944,2024-07-26 12:25:09,12
448,Bhiwandi,Clouds,86,301.07,5.79,997,2024-07-26 12:25:09,12
449,Bhiwapur,Rain,87,299.47,6.37,969,2024-07-26 12:25:10,12
450,Bhokar,Clouds,93,299.64,7.42,953,2024-07-26 12:25:12,12
451,Bhokardan,Clouds,80,298.42,8.5,935,2024-07-26 12:25:13,12
452,Bhoom,Clouds,81,297.73,8.05,936,2024-07-26 12:25:13,12
453,Bhor,Clouds,85,296.43,7.03,912,2024-07-26 12:25:14,12
454,Bhudgaon,Clouds,84,298.08,8.88,942,2024-07-26 12:25:14,12
455,Bhusāval,Clouds,83,299.8,6.6,973,2024-07-26 12:25:15,12
456,Bijur,Clear,25,293.96,2.77,631,2024-07-26 12:25:16,12
457,Bilashi,Clouds,42,298.43,2.63,990,2024-07-26 12:25:17,12
458,Biloli,Clouds,92,295.99,7.93,962,2024-07-26 12:25:17,12
459,Boisar,Clouds,86,301.18,8.47,1000,2024-07-26 12:23:46,12
460,Borgaon Manju,Clouds,82,300.19,7.49,967,2024-07-26 12:25:18,12
461,Borivali,Mist,84,302.05,5.14,1001,2024-07-26 12:22:04,12
462,Breach Candy,Mist,84,302.09,5.14,1004,2024-07-26 12:25:20,12
463,Buldāna,Clouds,79,298.18,7.05,942,2024-07-26 12:25:20,12
464,Chākan,Clouds,76,298.07,8.41,935,2024-07-26 12:20:32,12
465,Chalisgaon,Clouds,65,302.53,9.79,959,2024-07-26 12:25:23,12
466,Chānda,Rain,89,297.91,5.63,978,2024-07-26 12:20:39,12
467,Chandgad,Clouds,95,298.53,4.36,930,2024-07-26 12:25:27,12
468,Chāndor,Clouds,80,296.77,10.38,931,2024-07-26 12:25:27,12
469,Chānda,Rain,90,298.63,5.84,977,2024-07-26 12:25:28,12
470,Chāndur,Clouds,87,298.97,7.45,970,2024-07-26 12:25:29,12
471,Chāndūr Bāzār,Clouds,93,297.94,5.37,957,2024-07-26 12:23:49,12
472,Chicholi,Rain,92,298.95,3.82,964,2024-07-26 12:25:32,12
473,Chinchani,Clouds,86,301.18,8.82,1000,2024-07-26 12:25:35,12
474,Chinchpokli,Clouds,83,301.16,5.14,1003,2024-07-26 12:25:36,12
475,Chiplūn,Clouds,83,300.88,3.81,986,2024-07-26 12:25:36,12
476,Chopda,Clouds,79,300.74,8.0,974,2024-07-26 12:25:37,12
477,Dābhol,Clouds,84,300.64,6.63,996,2024-07-26 12:25:38,12
478,Dāhānu,Clouds,87,300.96,8.65,999,2024-07-26 12:23:54,12
479,Dapoli,Clouds,86,299.4,6.12,993,2024-07-26 12:25:40,12
480,Dārwha,Clouds,79,300.73,8.27,960,2024-07-26 12:25:41,12
481,Daryāpur,Clouds,88,298.77,7.2,969,2024-07-26 12:25:41,12
482,Dattāpur,Clouds,86,299.45,6.78,967,2024-07-26 12:25:42,12
483,Daulatabad,Clouds,73,299.05,10.11,936,2024-07-26 12:25:42,12
484,Daund,Clouds,69,299.31,8.43,943,2024-07-26 12:25:43,12
485,Deccan Gymkhana,Clouds,76,298.01,8.53,931,2024-07-26 12:25:43,12
486,Dehu,Clouds,80,298.45,9.77,933,2024-07-26 12:25:44,12
487,Deolāli,Clouds,85,298.64,11.04,931,2024-07-26 12:25:45,12
488,Deoli,Clouds,69,303.93,5.32,960,2024-07-26 12:25:46,12
489,Deūlgaon Rāja,Clouds,78,297.94,7.98,940,2024-07-26 12:25:49,12
490,Dharangaon,Clouds,70,302.32,9.28,977,2024-07-26 12:25:51,12
491,Dharmābād,Clouds,91,296.25,7.96,961,2024-07-26 12:23:59,12
492,Dhārūr,Clouds,81,296.22,10.19,931,2024-07-26 12:25:53,12
493,Dhule,Clouds,70,301.56,8.74,965,2024-07-26 12:25:54,12
494,Dhule,Clouds,70,301.56,8.74,965,2024-07-26 12:25:54,12
495,Dīglūr,Clouds,86,297.63,7.81,960,2024-07-26 12:24:01,12
496,Digras,Clouds,81,299.72,7.84,959,2024-07-26 12:25:58,12
497,Dombivali,Clouds,85,301.12,6.41,999,2024-07-26 12:25:59,12
498,Dondaicha,Clouds,71,302.87,12.19,980,2024-07-26 12:25:59,12
499,Dudhani,Clouds,90,296.09,6.96,954,2024-07-26 12:26:02,12
500,Durgapur,Haze,70,307.31,4.63,984,2024-07-26 12:26:02,12
501,Erandol,Clouds,70,302.39,8.39,976,2024-07-26 12:26:04,12
502,Faizpur,Clouds,88,298.78,6.0,968,2024-07-26 12:26:04,12
503,Fort,Clouds,97,291.44,5.35,1007,2024-07-26 12:26:05,12
504,Gadhinglaj,Clouds,88,296.88,6.99,929,2024-07-26 12:26:06,12
505,Gangākher,Clouds,79,298.78,8.15,956,2024-07-26 12:26:07,12
506,Gangāpur,Clouds,57,307.34,4.23,966,2024-07-26 12:26:07,12
507,Gevrai,Clouds,81,297.56,6.38,951,2024-07-26 12:24:07,12
508,Ghargaon,Clouds,73,298.26,8.52,936,2024-07-26 12:26:09,12
509,Ghātanji,Clouds,88,298.52,6.55,965,2024-07-26 12:26:09,12
510,Ghoti Budrukh,Clouds,94,296.81,8.62,939,2024-07-26 12:26:10,12
511,Ghugus,Rain,88,299.0,7.02,977,2024-07-26 12:26:11,12
512,Girgaon,Clouds,88,297.07,7.28,938,2024-07-26 12:26:12,12
513,Gondiā,Rain,89,299.73,5.84,964,2024-07-26 12:26:12,12
514,Gorai,Clouds,66,307.18,6.87,992,2024-07-26 12:26:13,12
515,Goregaon,Clouds,91,299.55,4.35,988,2024-07-26 12:26:13,12
516,Guhāgar,Clouds,83,300.65,6.38,994,2024-07-26 12:26:14,12
517,Hadgāon,Clouds,91,296.68,7.73,954,2024-07-26 12:26:15,12
518,Harnai,Clouds,47,306.45,2.86,873,2024-07-26 12:26:17,12
519,Hinganghāt,Rain,86,299.44,5.3,974,2024-07-26 12:26:18,12
520,Hingoli,Clouds,89,296.65,6.47,949,2024-07-26 12:24:15,12
521,Hīrāpur Hamesha,Rain,93,298.51,3.69,963,2024-07-26 12:26:19,12
522,Hīrāpur Hamesha,Rain,93,298.51,3.69,963,2024-07-26 12:26:19,12
523,Ichalkaranji,Clouds,82,298.23,8.29,942,2024-07-26 12:24:16,12
524,Igatpuri,Clouds,94,296.35,8.06,948,2024-07-26 12:26:20,12
525,Indāpur,Clouds,91,299.43,4.6,991,2024-07-26 12:26:21,12
526,Jaisingpur,Clouds,82,298.26,8.66,943,2024-07-26 12:26:22,12
527,Jalgaon,Clouds,78,300.77,7.0,976,2024-07-26 12:26:23,12
528,Jalgaon Jamod,Clouds,87,298.8,6.35,964,2024-07-26 12:24:21,12
529,Jalkot,Clear,46,299.6,3.42,755,2024-07-26 12:26:24,12
530,Jālna,Clouds,72,299.38,8.32,945,2024-07-26 12:24:21,12
531,Jamkhed,Clouds,80,296.67,8.24,933,2024-07-26 12:26:25,12
532,Giohar,Clouds,61,300.27,7.75,1002,2024-07-26 12:26:29,12
533,Jaysingpur,Clouds,82,298.34,8.69,943,2024-07-26 12:26:29,12
534,Jejūri,Clouds,80,295.96,8.59,929,2024-07-26 12:26:30,12
535,Jintūr,Clouds,87,296.91,6.96,952,2024-07-26 12:26:31,12
536,Juhu,Clouds,83,301.2,5.14,1000,2024-07-26 12:26:32,12
537,Junnar,Clouds,78,298.77,9.9,918,2024-07-26 12:24:25,12
538,Kadegaon,Clouds,83,297.23,6.55,933,2024-07-26 12:26:33,12
539,Kadus,Clouds,79,298.13,10.63,924,2024-07-26 12:26:33,12
540,Kāgal,Clouds,84,298.25,8.15,941,2024-07-26 12:26:34,12
541,Kaij,Clouds,82,296.7,10.1,927,2024-07-26 12:26:35,12
542,Kalamb,Clouds,71,299.6,10.88,923,2024-07-26 12:26:35,12
543,Kalamboli,Clouds,86,301.18,7.69,1001,2024-07-26 12:26:36,12
544,Kalamnūri,Clouds,88,296.89,7.07,949,2024-07-26 12:26:37,12
545,Kalas,Clouds,69,299.14,8.48,945,2024-07-26 12:26:37,12
546,Kalmeshwar,Clouds,88,300.94,6.02,958,2024-07-26 12:26:38,12
547,Kālundri,Clouds,86,301.15,7.46,1000,2024-07-26 12:24:24,12
548,Kalyān,Clouds,86,301.12,5.86,998,2024-07-26 12:26:39,12
549,Kalyani Nagar,Clouds,74,298.71,8.96,934,2024-07-26 12:26:40,12
550,Kamargaon,Clouds,99,295.01,3.8,938,2024-07-26 12:26:40,12
551,Kamptee,Rain,86,301.32,5.34,966,2024-07-26 12:26:41,12
552,Kāndri,Rain,90,300.91,4.15,962,2024-07-26 12:26:42,12
553,Kankauli,Clouds,82,301.1,5.63,995,2024-07-26 12:26:42,12
554,Kannad,Clouds,78,298.68,9.96,931,2024-07-26 12:26:44,12
555,Karad,Clouds,84,297.85,5.48,931,2024-07-26 12:26:44,12
556,Karajagi,Clouds,86,296.74,5.41,956,2024-07-26 12:26:45,12
557,Kāranja,Clouds,81,300.15,8.31,956,2024-07-26 12:26:45,12
558,Karjat,Rain,91,299.15,5.19,978,2024-07-26 12:26:47,12
559,Karmāla,Clouds,74,298.3,8.34,942,2024-07-26 12:26:48,12
560,Kasara,Clouds,91,298.17,6.49,969,2024-07-26 12:26:48,12
561,Kati,Rain,96,294.46,2.67,965,2024-07-26 12:26:50,12
562,Kātol,Clouds,94,297.94,5.47,949,2024-07-26 12:26:51,12
563,Khadki,Clouds,74,298.62,8.89,934,2024-07-26 12:26:52,12
564,Khalapur,Clouds,89,299.92,5.51,983,2024-07-26 12:26:52,12
565,Khāmgaon,Clouds,75,300.9,7.25,965,2024-07-26 12:22:37,12
566,Khānāpur,Clouds,87,298.94,6.54,927,2024-07-26 12:26:54,12
567,Khandala,Clouds,79,296.21,4.96,921,2024-07-26 12:26:54,12
568,Khāpa,Rain,89,301.12,4.53,959,2024-07-26 12:26:55,12
569,Kharakvasla,Clouds,80,297.08,7.71,927,2024-07-26 12:26:56,12
570,Kharda,Clouds,81,297.93,8.48,944,2024-07-26 12:26:56,12
571,Kharghar,Clouds,86,301.14,7.79,1001,2024-07-26 12:26:57,12
572,Khed,Clouds,82,301.49,3.74,986,2024-07-26 12:22:39,12
573,Khetia,Clouds,81,300.52,6.12,962,2024-07-26 12:22:40,12
574,Khoni,Clear,65,298.7,1.03,990,2024-07-26 12:26:59,12
575,Khopoli,Clouds,90,298.95,4.14,969,2024-07-26 12:22:40,12
576,Khuldābād,Clouds,74,297.66,10.99,931,2024-07-26 12:27:00,12
577,Kinwat,Clouds,90,297.61,7.48,957,2024-07-26 12:27:00,12
578,Kodoli,Clouds,91,296.96,6.21,935,2024-07-26 12:27:01,12
579,Kolhāpur,Clouds,88,297.57,6.73,938,2024-07-26 12:27:01,12
580,Kondalwādi,Clouds,92,296.05,7.99,962,2024-07-26 12:27:02,12
581,Kondhali,Clouds,94,300.16,5.97,950,2024-07-26 12:27:03,12
582,Kopar Khairane,Clouds,83,301.16,5.14,1000,2024-07-26 12:27:04,12
583,Kopargaon,Clouds,75,299.88,10.24,944,2024-07-26 12:27:05,12
584,Korādi,Haze,89,301.16,4.12,965,2024-07-26 12:27:06,12
585,Koregaon,Clouds,73,298.93,10.2,936,2024-07-26 12:27:06,12
586,Kudāl,Clouds,83,300.34,6.5,1002,2024-07-26 12:27:08,12
587,Kurandvād,Clouds,79,298.91,9.06,942,2024-07-26 12:27:09,12
588,Kurduvādi,Clouds,81,297.28,6.45,947,2024-07-26 12:27:10,12
589,Kusumba,Clouds,88,298.15,5.61,960,2024-07-26 12:27:10,12
590,Lānja,Clouds,85,300.41,5.01,987,2024-07-26 12:27:11,12
591,Lāsalgaon,Clouds,79,299.43,11.45,935,2024-07-26 12:27:12,12
592,Latur,Clouds,89,295.49,7.17,935,2024-07-26 12:27:12,12
593,Lavasa,Clouds,89,295.57,5.32,942,2024-07-26 12:27:13,12
594,Lohogaon,Clouds,74,298.54,9.28,935,2024-07-26 12:27:13,12
595,Lonār,Clouds,80,297.75,8.36,942,2024-07-26 12:22:50,12
596,Lonavla,Clouds,88,296.04,5.58,948,2024-07-26 12:22:50,12
597,Mahābaleshwar,Clouds,92,293.45,3.82,934,2024-07-26 12:27:15,12
598,Mahād,Clouds,92,298.96,2.74,982,2024-07-26 12:27:16,12
599,Maindargi,Clouds,92,295.87,7.16,952,2024-07-26 12:27:17,12
600,Mājalgaon,Clouds,82,297.85,7.32,955,2024-07-26 12:27:18,12
601,Mākhjan,Clouds,83,300.74,4.52,989,2024-07-26 12:27:19,12
602,Malegaon,Clouds,72,300.16,8.33,949,2024-07-26 12:27:21,12
603,Malkāpur,Clouds,85,299.26,6.12,969,2024-07-26 12:27:21,12
604,Mālvan,Clouds,83,301.13,9.38,1003,2024-07-26 12:27:22,12
605,Manchar,Clouds,72,299.54,11.13,923,2024-07-26 12:27:22,12
606,Mandhal,Clouds,48,308.62,5.67,994,2024-07-26 12:27:23,12
607,Mandwa,Clouds,87,299.09,5.93,968,2024-07-26 12:27:24,12
608,Mangaon,Clouds,91,299.72,4.66,989,2024-07-26 12:27:24,12
609,Mangrūl Pīr,Clouds,82,299.87,8.35,950,2024-07-26 12:27:25,12
610,Mājalgaon,Clouds,82,297.85,7.32,955,2024-07-26 12:27:25,12
611,Mankhurd,Clouds,83,301.16,5.14,1001,2024-07-26 12:27:26,12
612,Manmād,Clouds,75,299.68,11.83,935,2024-07-26 12:27:27,12
613,Manor,Clouds,88,300.59,7.22,998,2024-07-26 12:27:27,12
614,Mansar,Rain,90,301.0,4.15,962,2024-07-26 12:27:28,12
615,Mānwat,Clouds,82,298.11,7.21,955,2024-07-26 12:27:28,12
616,Mātherān,Clouds,88,296.3,5.84,990,2024-07-26 12:27:33,12
617,Mehekar,Clouds,78,299.01,10.13,939,2024-07-26 12:23:01,12
618,Mehergaon,Clouds,73,300.42,9.24,962,2024-07-26 12:27:37,12
619,Mehkar,Clouds,78,299.72,10.2,939,2024-07-26 12:27:38,12
620,Mhasla,Clouds,88,300.44,6.2,996,2024-07-26 12:27:38,12
621,Mhāsvād,Clouds,83,296.78,10.55,930,2024-07-26 12:27:39,12
622,Miraj,Clouds,82,298.32,9.29,941,2024-07-26 12:27:39,12
623,Mohadi,Clouds,83,298.57,11.13,933,2024-07-26 12:27:40,12
624,Mol,Clouds,50,294.8,2.13,1005,2024-07-26 12:27:42,12
625,Mohpa,Clouds,89,300.79,5.35,956,2024-07-26 12:27:42,12
626,Moram,Clouds,88,295.82,7.49,940,2024-07-26 12:27:44,12
627,Morsi,Clouds,94,298.07,3.69,952,2024-07-26 12:27:44,12
628,Mowād,Clouds,92,298.26,4.28,951,2024-07-26 12:27:45,12
629,Mudkhed,Clouds,90,300.17,6.67,957,2024-07-26 12:27:45,12
630,Mukher,Clouds,91,296.1,7.26,953,2024-07-26 12:27:46,12
631,Mūl,Rain,93,298.25,4.77,975,2024-07-26 12:27:46,12
632,Mumbai,Clouds,83,301.14,5.14,1003,2024-07-26 12:26:13,12
633,Murbād,Clouds,85,300.63,6.16,994,2024-07-26 12:27:50,12
634,Murgūd,Clouds,91,297.19,6.3,932,2024-07-26 12:27:50,12
635,Murtajāpur,Clouds,82,300.29,7.69,965,2024-07-26 12:27:51,12
636,Murum,Clouds,66,288.07,3.14,984,2024-07-26 12:27:53,12
637,Nagapur,Clouds,80,299.66,11.47,937,2024-07-26 12:27:54,12
638,Nāgothana,Clouds,91,299.29,3.59,994,2024-07-26 12:27:54,12
639,Nagpur,Haze,89,301.16,4.12,965,2024-07-26 12:27:55,12
640,Nagpur,Haze,89,301.19,4.12,965,2024-07-26 12:27:55,12
641,Naldurg,Clouds,86,296.22,7.47,942,2024-07-26 12:27:57,12
642,Nampur,Clouds,74,299.15,8.67,935,2024-07-26 12:27:58,12
643,Nāndgaon,Clouds,71,300.69,11.64,944,2024-07-26 12:27:59,12
644,Nāndūra Buzurg,Clouds,85,299.4,5.81,968,2024-07-26 12:28:00,12
645,Nāndūra Buzurg,Clouds,85,299.4,5.81,968,2024-07-26 12:28:00,12
646,Nandurbar,Clouds,79,301.3,11.06,977,2024-07-26 12:28:01,12
647,Narayangaon,Clouds,72,299.66,10.57,921,2024-07-26 12:28:02,12
648,Narkhed,Clouds,92,298.44,4.53,951,2024-07-26 12:28:04,12
649,Nashik,Clouds,85,298.55,10.99,931,2024-07-26 12:23:55,12
650,Nashik,Clouds,85,298.55,10.99,931,2024-07-26 12:28:06,12
651,Navi Mumbai,Clouds,83,301.12,5.14,1001,2024-07-26 12:28:07,12
652,Neral,Clouds,89,300.94,5.51,988,2024-07-26 12:28:08,12
653,Nerur,Rain,42,307.21,8.68,990,2024-07-26 12:28:09,12
654,Nevasa,Clouds,74,298.52,5.29,948,2024-07-26 12:28:10,12
655,Nilanga,Clouds,88,295.96,6.89,936,2024-07-26 12:28:11,12
656,Nipāni,Clouds,83,298.28,8.43,937,2024-07-26 12:28:11,12
657,Niphad,Clouds,78,299.78,11.35,939,2024-07-26 12:28:12,12
658,Osmanabad,Clouds,85,295.95,6.86,935,2024-07-26 12:28:14,12
659,Ozar,Clouds,82,298.93,11.31,935,2024-07-26 12:28:14,12
660,Pabal,Clouds,73,298.77,11.35,934,2024-07-26 12:28:15,12
661,Pāchora,Clouds,71,302.04,7.19,966,2024-07-26 12:28:15,12
662,Paithan,Clouds,78,299.97,5.03,950,2024-07-26 12:28:17,12
663,Pālghar,Clouds,86,301.34,8.16,1001,2024-07-26 12:27:05,12
664,Pānchgani,Clouds,88,294.25,5.21,904,2024-07-26 12:28:19,12
665,Pandharpur,Clouds,81,297.39,8.55,952,2024-07-26 12:25:12,12
666,Pandhurli,Clouds,85,298.64,10.53,926,2024-07-26 12:28:20,12
667,Panhāla,Clouds,92,296.52,5.86,934,2024-07-26 12:28:21,12
668,Panvel,Clouds,86,301.19,7.74,1001,2024-07-26 12:28:22,12
669,Parbhani,Clouds,80,298.47,8.09,956,2024-07-26 12:28:22,12
670,Parel,Clouds,85,300.89,8.03,997,2024-07-26 12:28:23,12
671,Parli Vaijnāth,Clouds,81,297.4,8.01,945,2024-07-26 12:28:25,12
672,Parola,Clouds,66,302.86,8.71,973,2024-07-26 12:28:26,12
673,Partūr,Clouds,77,298.65,6.92,950,2024-07-26 12:28:27,12
674,Patan,Clouds,65,301.36,1.54,840,2024-07-26 12:28:27,12
675,Pāthardi,Clouds,77,297.87,8.04,937,2024-07-26 12:28:28,12
676,Pāthri,Clouds,81,298.26,7.29,956,2024-07-26 12:28:28,12
677,Pātūr,Clouds,81,299.96,6.93,958,2024-07-26 12:28:29,12
678,Paturda,Clouds,85,299.14,6.68,970,2024-07-26 12:28:29,12
679,Pawni,Rain,87,299.49,6.19,970,2024-07-26 12:28:31,12
680,Pawni,Rain,87,299.49,6.19,970,2024-07-26 12:28:31,12
681,Pedgaon,Clouds,69,299.25,8.11,944,2024-07-26 12:28:32,12
682,Pen,Clouds,88,301.17,6.05,998,2024-07-26 12:28:33,12
683,Phaltan,Clouds,78,297.17,5.82,936,2024-07-26 12:28:34,12
684,Pimpalgaon Raja,Clouds,83,299.52,5.92,964,2024-07-26 12:28:36,12
685,Pimpri,Clouds,78,298.44,9.23,934,2024-07-26 12:28:36,12
686,Pimpri-Chinchwad,Clouds,78,298.44,9.23,934,2024-07-26 12:28:37,12
687,Pīpri,Haze,89,299.47,3.09,938,2024-07-26 12:28:37,12
688,Powai,Clouds,83,300.92,5.14,1001,2024-07-26 12:28:38,12
689,Prakasha,Clouds,78,301.79,9.58,983,2024-07-26 12:28:39,12
690,Pulgaon,Rain,86,299.64,6.11,968,2024-07-26 12:28:39,12
