name,weather,humidity,temp,speed,grnd_level,dt,hour
691,Pune,Clouds,75,298.5,8.67,932,2024-07-26 12:28:11,12
692,Puntamba,Clouds,74,299.73,8.54,945,2024-07-26 12:28:41,12
693,Pūrna,Clouds,81,300.09,7.71,959,2024-07-26 12:28:46,12
694,Pusad,Clouds,81,299.57,8.67,955,2024-07-26 12:28:46,12
695,Rahimatpur,Clouds,88,296.15,6.79,922,2024-07-26 12:28:48,12
696,Rāhuri,Clouds,69,299.41,7.17,940,2024-07-26 12:28:49,12
697,Raigarh,Clouds,81,302.09,6.3,969,2024-07-26 12:28:49,12
698,Rājāpur,Clouds,54,308.14,1.17,982,2024-07-26 12:28:51,12
699,Rājgurunagar,Clouds,76,299.26,11.17,928,2024-07-26 12:28:51,12
700,Rājur,Rain,88,298.75,6.7,975,2024-07-26 12:28:52,12
701,Rājūra,Clouds,89,298.79,6.47,975,2024-07-26 12:28:52,12
702,Rāmtek,Rain,90,300.57,4.06,961,2024-07-26 12:28:54,12
703,Ratnagiri,Clouds,84,300.98,6.56,1001,2024-07-26 12:28:55,12
704,Rāver,Clouds,89,298.54,5.35,967,2024-07-26 12:28:55,12
705,Revadanda,Clouds,89,300.45,6.37,997,2024-07-26 12:28:57,12
706,Risod,Clouds,81,298.69,9.13,943,2024-07-26 12:28:58,12
707,Roha,Clouds,91,298.98,4.34,995,2024-07-26 12:28:58,12
708,Selu,Clouds,85,297.51,6.48,954,2024-07-26 12:28:59,12
709,Sakri,Rain,46,311.13,3.48,987,2024-07-26 12:29:00,12
710,Sangameshwar,Clouds,85,299.61,4.46,984,2024-07-26 12:29:01,12
711,Sangamner,Clouds,71,299.55,7.95,929,2024-07-26 12:29:02,12
712,Sangli,Clouds,84,298.06,8.65,943,2024-07-26 12:29:02,12
713,Sāngola,Clouds,70,299.7,9.7,946,2024-07-26 12:29:03,12
714,Saoli,Rain,91,298.76,5.38,977,2024-07-26 12:29:05,12
715,Saoner,Rain,89,301.07,4.95,958,2024-07-26 12:29:05,12
716,Sarangkheda,Clouds,73,302.6,11.91,984,2024-07-26 12:29:06,12
717,Saswad,Clouds,79,295.85,8.74,927,2024-07-26 12:29:08,12
718,Satānā,Clouds,79,298.17,8.33,929,2024-07-26 12:29:08,12
719,Satara,Clouds,87,295.43,6.97,919,2024-07-26 12:29:09,12
720,Satara,Clouds,75,298.5,8.67,932,2024-07-26 12:29:09,12
721,Sāvantvādi,Clouds,82,298.99,5.36,996,2024-07-26 12:29:11,12
722,Sāvda,Clouds,88,298.72,5.9,969,2024-07-26 12:29:11,12
723,Selu,Clouds,85,297.51,6.48,954,2024-07-26 12:29:12,12
724,Sevagram,Rain,87,299.34,5.56,970,2024-07-26 12:29:13,12
725,Shāhāda,Clouds,76,301.99,9.63,979,2024-07-26 12:29:14,12
726,Shāhāpur,Clouds,87,300.29,5.33,995,2024-07-26 12:29:14,12
727,Shegaon,Clouds,85,299.58,6.09,969,2024-07-26 12:29:16,12
728,Shikrapur,Clouds,73,298.83,10.59,937,2024-07-26 12:29:17,12
729,Shiraguppi,Clouds,76,299.41,9.66,941,2024-07-26 12:29:17,12
730,Shirdi,Clouds,76,299.22,8.47,944,2024-07-26 12:29:18,12
731,Shirgaon,Clouds,86,301.44,8.46,1001,2024-07-26 12:29:19,12
732,Shirol,Clouds,80,298.62,9.15,942,2024-07-26 12:29:19,12
733,Shirpur,Clouds,73,302.41,10.58,979,2024-07-26 12:28:03,12
734,Shirud,Clouds,83,299.14,1.03,981,2024-07-26 12:29:20,12
735,Shirwal,Clouds,82,296.7,6.15,918,2024-07-26 12:29:21,12
736,Shivaji Nagar,Clouds,75,298.5,8.67,932,2024-07-26 12:29:21,12
737,Shrīgonda,Clouds,71,298.62,7.97,941,2024-07-26 12:29:22,12
738,Sillod,Clouds,80,298.33,8.89,932,2024-07-26 12:29:22,12
739,Sindi,Rain,88,301.64,5.87,970,2024-07-26 12:29:25,12
740,Sindkheda,Clouds,70,302.84,11.22,980,2024-07-26 12:29:25,12
741,Sennar,Clouds,61,302.27,8.15,960,2024-07-26 12:29:26,12
742,Sirūr,Clouds,71,299.09,10.67,934,2024-07-26 12:29:28,12
743,Solapur,Clouds,84,296.82,7.66,952,2024-07-26 12:29:29,12
744,Sonala,Clouds,84,297.26,7.88,939,2024-07-26 12:29:30,12
745,Sonegaon,Rain,85,299.63,5.63,973,2024-07-26 12:29:30,12
746,Songir,Clouds,80,300.9,11.22,970,2024-07-26 12:29:31,12
747,Sonvad,Clouds,75,302.13,10.44,981,2024-07-26 12:29:33,12
748,Soygaon,Clouds,72,301.34,8.03,953,2024-07-26 12:29:34,12
749,Srīvardhan,Clouds,86,300.91,6.81,999,2024-07-26 12:29:34,12
750,Surgāna,Clouds,85,297.13,5.16,948,2024-07-26 12:29:35,12
751,Talegaon Dābhāde,Clouds,84,297.77,9.55,930,2024-07-26 12:29:36,12
752,Talegaon Dhamdhere,Clouds,72,298.97,10.63,937,2024-07-26 12:29:37,12
753,Taloda,Clouds,81,301.17,8.36,978,2024-07-26 12:29:37,12
754,Tārāpur,Clouds,86,301.18,8.82,1000,2024-07-26 12:29:38,12
755,Tāsgaon,Clouds,84,297.99,9.04,938,2024-07-26 12:29:40,12
756,Telhāra,Clouds,86,298.77,6.8,965,2024-07-26 12:29:41,12
757,Thalner,Clouds,72,302.45,10.09,980,2024-07-26 12:29:41,12
758,Thāne,Clouds,83,301.1,5.14,999,2024-07-26 12:28:38,12
759,Trimbak,Clouds,93,296.29,9.15,934,2024-07-26 12:29:43,12
760,Tuljāpur,Clouds,84,296.4,7.12,940,2024-07-26 12:29:45,12
761,Tumsar,Rain,90,299.39,4.54,966,2024-07-26 12:29:45,12
762,Udgīr,Clouds,84,296.42,7.84,939,2024-07-26 12:29:46,12
763,Ulhasnagar,Clouds,86,301.15,6.09,999,2024-07-26 12:29:46,12
764,Umarga,Clouds,88,295.93,7.37,938,2024-07-26 12:29:47,12
765,Umarkhed,Clouds,87,297.4,8.14,957,2024-07-26 12:29:47,12
766,Umred,Rain,89,301.31,5.95,967,2024-07-26 12:29:48,12
767,Uran,Clouds,86,301.13,8.45,1002,2024-07-26 12:29:48,12
768,Uruli Kanchan,Clouds,71,298.78,8.89,935,2024-07-26 12:29:50,12
769,Wageningen,Drizzle,97,291.63,3.09,1007,2024-07-26 12:29:51,12
770,Vadgaon,Clouds,69,302.11,8.79,970,2024-07-26 12:29:51,12
771,Vaijāpur,Clouds,71,300.66,11.36,942,2024-07-26 12:29:53,12
772,Vairag,Clouds,80,297.66,6.99,948,2024-07-26 12:29:54,12
773,Valsang,Clouds,89,295.71,6.98,952,2024-07-26 12:29:55,12
774,Varangaon,Clouds,84,299.4,6.58,973,2024-07-26 12:29:56,12
775,Vashi,Clouds,83,301.16,5.14,1000,2024-07-26 12:29:57,12
776,Vasind,Clouds,87,300.4,5.35,995,2024-07-26 12:29:58,12
777,Vatul,Clouds,79,301.32,9.95,984,2024-07-26 12:29:58,12
778,Vengurla,Clouds,81,300.95,8.94,1006,2024-07-26 12:30:00,12
779,Vinchur,Clouds,78,299.54,11.48,937,2024-07-26 12:30:03,12
780,Virār,Clouds,85,302.16,7.7,1000,2024-07-26 12:30:04,12
781,Vite,Clouds,80,297.63,9.23,928,2024-07-26 12:30:05,12
782,Wadala,Clouds,83,301.18,5.14,1003,2024-07-26 12:30:06,12
783,Wadgaon,Clouds,86,297.39,9.35,929,2024-07-26 12:30:06,12
784,Wadner,Rain,84,299.98,6.09,973,2024-07-26 12:30:07,12
785,Wagholi,Clouds,73,298.56,9.38,935,2024-07-26 12:30:08,12
786,Wai,Clouds,84,295.77,5.36,907,2024-07-26 12:30:10,12
787,Wakad,Clouds,79,298.31,9.2,932,2024-07-26 12:30:11,12
788,Walgaon,Clouds,90,298.56,7.21,962,2024-07-26 12:30:13,12
789,Walki,Clouds,75,298.3,9.43,927,2024-07-26 12:30:14,12
790,Wani,Rain,88,298.68,6.7,976,2024-07-26 12:30:15,12
791,Wardha,Rain,87,299.01,5.49,969,2024-07-26 12:30:16,12
792,Warora,Rain,88,298.91,6.09,976,2024-07-26 12:30:16,12
793,Warud,Clouds,92,298.25,3.38,949,2024-07-26 12:30:17,12
794,Wāshīm,Clouds,82,298.63,9.05,942,2024-07-26 12:30:18,12
795,Yāval,Clouds,87,299.19,6.17,967,2024-07-26 12:30:19,12
796,Yavatmal,Rain,85,298.84,6.24,962,2024-07-26 12:30:19,12
797,Yeola,Clouds,74,300.21,12.16,940,2024-07-26 12:30:20,12
798,Achalpur,Clouds,91,298.15,4.69,959,2024-07-26 13:42:55,13
799,Aheri,Clouds,92,298.82,4.03,985,2024-07-26 13:42:57,13
800,Ahmadpur,Clouds,88,296.07,7.01,946,2024-07-26 13:42:58,13
801,Ahmednagar,Clouds,72,298.73,9.31,933,2024-07-26 13:39:52,13
802,Airoli,Clouds,83,301.16,5.14,1003,2024-07-26 13:42:59,13
803,Ajara,Clouds,76,298.21,0.47,828,2024-07-26 13:42:59,13
804,Akalkot,Clouds,83,297.65,6.87,955,2024-07-26 13:43:00,13
805,Akola,Clouds,82,299.4,6.14,970,2024-07-26 13:38:53,13
806,Akot,Clouds,88,298.56,5.78,966,2024-07-26 13:40:34,13
807,Alandi,Clouds,76,298.58,8.37,943,2024-07-26 13:43:06,13
808,Ale,Clear,20,304.23,2.17,875,2024-07-26 13:43:06,13
809,Alibag,Clouds,87,301.19,7.45,1004,2024-07-26 13:43:07,13
810,Allāpalli,Clouds,92,298.73,3.82,983,2024-07-26 13:43:07,13
811,Amalner,Clouds,69,302.49,9.2,980,2024-07-26 13:43:08,13
812,Ambarnath,Clouds,86,300.93,6.16,999,2024-07-26 13:43:08,13
813,Ambad,Clouds,72,299.33,7.26,946,2024-07-26 13:43:08,13
814,Ambajogai,Clouds,83,296.3,8.76,934,2024-07-26 13:41:08,13
815,Ambernath,Clouds,89,301.03,5.16,1001,2024-07-26 13:43:09,13
816,Amgaon,Clouds,83,300.94,5.09,959,2024-07-26 13:43:10,13
817,Amrāvati,Clouds,88,298.36,6.89,962,2024-07-26 13:40:58,13
818,Andheri,Clouds,74,304.92,1.54,919,2024-07-26 13:43:12,13
819,Andura,Clouds,85,299.48,6.97,972,2024-07-26 13:43:13,13
820,Anjangaon,Clouds,91,298.37,5.33,962,2024-07-26 13:43:13,13
821,Anshing,Clouds,83,298.44,8.77,942,2024-07-26 13:40:26,13
822,Arag,Clouds,75,299.26,10.38,939,2024-07-26 13:43:15,13
823,Ārangaon,Clouds,79,297.75,8.74,943,2024-07-26 13:43:16,13
824,Artist Village,Clouds,83,301.05,4.63,1001,2024-07-26 13:43:18,13
825,Ārvi,Clouds,88,298.63,6.51,967,2024-07-26 13:43:19,13
826,Ashta,Rain,90,298.64,6.23,945,2024-07-26 13:40:26,13
827,Ashti,Clouds,83,296.97,6.73,954,2024-07-26 13:43:19,13
828,Asoda,Clouds,80,300.45,6.84,978,2024-07-26 13:43:19,13
829,Astagaon,Clouds,74,299.2,7.8,945,2024-07-26 13:43:21,13
830,Aurangabad,Clouds,76,298.94,9.0,940,2024-07-26 13:42:07,13
831,Vic,Clear,90,293.32,0.15,957,2024-07-26 13:43:22,13
832,Badlapur,Clouds,87,301.04,5.88,1001,2024-07-26 13:38:53,13
833,Badnapur,Clouds,72,300.57,8.81,946,2024-07-26 13:43:23,13
834,Badnera,Clouds,87,299.02,7.3,962,2024-07-26 13:43:23,13
835,Bagewadi,Clouds,70,299.86,11.35,946,2024-07-26 13:43:23,13
836,Bālāpur,Clouds,83,300.0,6.48,969,2024-07-26 13:39:58,13
837,Ballarpur,Rain,88,298.13,5.74,981,2024-07-26 13:39:37,13
838,Ballarpur,Rain,88,298.13,5.74,981,2024-07-26 13:39:37,13
839,Bārāmati,Clouds,75,297.81,7.48,944,2024-07-26 13:40:00,13
840,Bārsi,Clouds,84,297.13,7.81,947,2024-07-26 13:39:47,13
841,Basmat,Clouds,85,297.67,6.75,959,2024-07-26 13:43:34,13
842,Bavdhan,Clouds,80,297.69,6.98,937,2024-07-26 13:43:35,13
843,Bawanbir,Clouds,87,298.69,6.29,966,2024-07-26 13:43:36,13
844,Beed,Clouds,90,297.2,6.31,945,2024-07-26 13:43:36,13
845,Bhandāra,Rain,89,299.46,5.29,970,2024-07-26 13:41:46,13
846,Bhigvan,Clouds,68,299.79,9.1,949,2024-07-26 13:43:38,13
847,Bhiwandi,Clouds,86,301.07,6.17,1001,2024-07-26 13:43:39,13
848,Bhiwapur,Rain,87,299.45,6.3,970,2024-07-26 13:43:39,13
849,Bhokar,Clouds,92,295.97,7.31,951,2024-07-26 13:43:39,13
850,Bhokardan,Clouds,80,298.47,8.56,938,2024-07-26 13:43:39,13
851,Bhoom,Clouds,81,297.65,8.1,939,2024-07-26 13:43:40,13
852,Bhor,Clouds,86,296.92,6.44,936,2024-07-26 13:43:40,13
853,Bhudgaon,Clouds,79,299.15,9.47,944,2024-07-26 13:41:51,13
854,Bhusāval,Clouds,83,299.84,6.48,978,2024-07-26 13:43:41,13
855,Bijur,Clear,24,293.89,2.46,743,2024-07-26 13:43:41,13
856,Bilashi,Clouds,42,298.61,2.74,995,2024-07-26 13:43:41,13
857,Biloli,Clouds,91,296.21,7.88,962,2024-07-26 13:43:41,13
858,Boisar,Clouds,86,301.08,8.3,1001,2024-07-26 13:40:28,13
859,Borgaon Manju,Clouds,83,300.05,7.49,967,2024-07-26 13:43:42,13
860,Borivali,Mist,84,302.05,5.14,1001,2024-07-26 13:39:25,13
861,Breach Candy,Mist,84,302.09,4.63,1002,2024-07-26 13:43:43,13
862,Buldāna,Clouds,79,298.11,7.24,930,2024-07-26 13:43:43,13
863,Chākan,Clouds,77,297.97,8.54,935,2024-07-26 13:40:43,13
864,Chalisgaon,Clouds,67,302.28,9.56,964,2024-07-26 13:43:45,13
865,Chānda,Rain,89,297.92,5.48,980,2024-07-26 13:40:35,13
866,Chandgad,Clouds,94,298.53,5.07,929,2024-07-26 13:43:45,13
867,Chāndor,Clouds,73,298.36,11.24,918,2024-07-26 13:41:44,13
868,Chānda,Rain,89,297.92,5.48,980,2024-07-26 13:40:35,13
869,Chāndur,Clouds,87,298.77,7.17,972,2024-07-26 13:43:46,13
870,Chāndūr Bāzār,Clouds,92,297.59,5.88,958,2024-07-26 13:43:47,13
871,Chicholi,Rain,92,298.98,3.93,966,2024-07-26 13:41:44,13
872,Chinchani,Clouds,86,301.1,8.65,1002,2024-07-26 13:43:50,13
873,Chinchpokli,Clouds,83,301.16,4.63,1003,2024-07-26 13:43:50,13
874,Chiplūn,Clouds,84,300.72,3.82,1005,2024-07-26 13:43:50,13
875,Chopda,Clouds,80,300.74,7.92,979,2024-07-26 13:43:51,13
876,Dābhol,Clouds,84,300.03,6.28,991,2024-07-26 13:43:51,13
877,Dāhānu,Clouds,87,300.9,8.54,1002,2024-07-26 13:41:44,13
878,Dapoli,Clouds,87,299.32,5.79,987,2024-07-26 13:43:52,13
879,Dārwha,Clouds,80,299.73,8.22,963,2024-07-26 13:41:44,13
880,Daryāpur,Clouds,87,299.07,7.16,969,2024-07-26 13:43:53,13
881,Dattāpur,Clouds,83,299.44,6.9,968,2024-07-26 13:41:45,13
882,Daulatabad,Clouds,74,300.05,10.03,937,2024-07-26 13:43:53,13
883,Daund,Clouds,81,297.29,6.05,948,2024-07-26 13:43:54,13
884,Deccan Gymkhana,Clouds,76,298.29,8.57,943,2024-07-26 13:43:54,13
885,Dehu,Clouds,79,297.87,7.82,940,2024-07-26 13:43:54,13
886,Deolāli,Clouds,84,298.77,10.83,941,2024-07-26 13:43:54,13
887,Deoli,Clouds,69,303.86,5.3,960,2024-07-26 13:43:56,13
888,Deūlgaon Rāja,Clouds,77,298.2,8.05,940,2024-07-26 13:41:44,13
889,Dharangaon,Clouds,70,302.2,9.13,977,2024-07-26 13:43:57,13
890,Dharmābād,Clouds,92,295.66,6.84,961,2024-07-26 13:41:44,13
891,Dhārūr,Clouds,81,296.05,9.54,923,2024-07-26 13:41:44,13
892,Dhule,Clouds,66,302.47,9.54,972,2024-07-26 13:39:50,13
893,Dhule,Clouds,66,302.47,9.54,972,2024-07-26 13:39:50,13
894,Dīglūr,Clouds,80,298.18,7.08,962,2024-07-26 13:41:44,13
895,Digras,Clouds,79,299.31,8.15,963,2024-07-26 13:44:01,13
896,Dombivali,Clouds,86,301.12,6.39,1002,2024-07-26 13:44:02,13
897,Dondaicha,Clouds,72,302.55,11.26,982,2024-07-26 13:41:44,13
898,Dudhani,Clouds,88,296.38,6.93,954,2024-07-26 13:44:04,13
899,Durgapur,Haze,70,307.31,4.12,986,2024-07-26 13:40:23,13
900,Erandol,Clouds,71,302.1,8.22,976,2024-07-26 13:44:04,13
901,Faizpur,Clouds,87,299.16,5.93,976,2024-07-26 13:44:05,13
902,Fort,Clouds,97,291.46,5.26,1007,2024-07-26 13:44:05,13
903,Gadhinglaj,Clouds,87,297.14,7.19,935,2024-07-26 13:44:05,13
904,Gangākher,Clouds,79,298.59,8.13,959,2024-07-26 13:44:06,13
905,Gangāpur,Clouds,60,306.99,3.31,967,2024-07-26 13:41:48,13
906,Gevrai,Clouds,81,297.01,7.01,952,2024-07-26 13:44:07,13
907,Ghargaon,Clouds,73,298.34,8.8,938,2024-07-26 13:44:07,13
908,Ghātanji,Clouds,85,298.89,6.43,970,2024-07-26 13:41:44,13
909,Ghoti Budrukh,Clouds,84,297.41,8.41,940,2024-07-26 13:44:09,13
910,Ghugus,Rain,89,298.83,6.52,979,2024-07-26 13:44:09,13
911,Girgaon,Clouds,87,296.68,7.18,927,2024-07-26 13:44:09,13
912,Gondiā,Rain,90,299.43,5.47,963,2024-07-26 13:40:44,13
913,Gorai,Clouds,66,307.18,6.93,993,2024-07-26 13:44:10,13
914,Goregaon,Clouds,90,299.67,4.42,1003,2024-07-26 13:44:10,13
915,Guhāgar,Clouds,83,301.06,6.19,1004,2024-07-26 13:44:10,13
916,Hadgāon,Clouds,87,296.99,7.76,956,2024-07-26 13:44:13,13
917,Harnai,Clouds,43,307.61,2.69,904,2024-07-26 13:44:15,13
918,Hinganghāt,Rain,86,299.59,5.54,976,2024-07-26 13:39:49,13
919,Hingoli,Clouds,88,296.94,6.99,950,2024-07-26 13:44:16,13
920,Hīrāpur Hamesha,Clouds,92,298.65,3.95,961,2024-07-26 13:44:16,13
921,Hīrāpur Hamesha,Clouds,92,298.65,3.95,961,2024-07-26 13:44:16,13
922,Ichalkaranji,Clouds,82,298.34,8.38,945,2024-07-26 13:44:17,13
923,Igatpuri,Clouds,88,296.72,7.43,939,2024-07-26 13:40:29,13
924,Indāpur,Clouds,91,299.66,4.51,1003,2024-07-26 13:39:29,13
925,Jaisingpur,Clouds,82,298.46,8.84,946,2024-07-26 13:44:18,13
926,Jalgaon,Clouds,79,300.63,7.04,976,2024-07-26 13:44:20,13
927,Jalgaon Jamod,Clouds,87,298.79,6.24,967,2024-07-26 13:44:20,13
928,Jalkot,Clear,44,309.3,3.42,916,2024-07-26 13:44:20,13
929,Jālna,Clouds,74,298.8,8.11,947,2024-07-26 13:40:34,13
930,Jamkhed,Clouds,80,297.4,9.03,938,2024-07-26 13:44:21,13
931,Giohar,Clouds,60,300.38,7.59,1002,2024-07-26 13:44:26,13
932,Jaysingpur,Clouds,82,298.41,8.78,945,2024-07-26 13:44:26,13
933,Jejūri,Clouds,79,296.32,8.29,927,2024-07-26 13:44:27,13
934,Jintūr,Clouds,85,297.36,7.28,952,2024-07-26 13:44:22,13
935,Juhu,Clouds,83,301.2,4.63,1003,2024-07-26 13:44:29,13
936,Junnar,Clouds,75,298.09,8.67,929,2024-07-26 13:44:29,13
937,Kadegaon,Clouds,79,298.34,7.97,930,2024-07-26 13:44:30,13
938,Kadus,Clouds,79,298.52,10.11,933,2024-07-26 13:44:30,13
939,Kāgal,Clouds,85,298.14,7.91,944,2024-07-26 13:44:31,13
940,Kaij,Clouds,83,296.42,9.05,930,2024-07-26 13:44:31,13
941,Kalamb,Clouds,74,298.51,9.12,935,2024-07-26 13:41:44,13
942,Kalamboli,Clouds,88,301.18,6.37,1003,2024-07-26 13:44:33,13
943,Kalamnūri,Clouds,87,297.21,7.45,951,2024-07-26 13:41:44,13
944,Kalas,Clouds,88,296.11,4.4,943,2024-07-26 13:44:33,13
945,Kalmeshwar,Clouds,88,300.94,5.31,961,2024-07-26 13:44:34,13
946,Kālundri,Clouds,87,301.15,7.01,1003,2024-07-26 13:44:34,13
947,Kalyān,Clouds,86,301.12,6.04,1002,2024-07-26 13:41:54,13
948,Kalyani Nagar,Clouds,75,298.49,8.96,943,2024-07-26 13:44:35,13
949,Kamargaon,Clouds,98,294.39,3.88,924,2024-07-26 13:44:35,13
950,Kamptee,Rain,87,301.32,5.25,967,2024-07-26 13:44:37,13
951,Kāndri,Rain,91,300.91,4.1,960,2024-07-26 13:44:37,13
952,Kankauli,Clouds,84,300.8,5.38,1001,2024-07-26 13:44:37,13
953,Kannad,Clouds,77,298.96,10.14,933,2024-07-26 13:41:56,13
954,Karad,Clouds,85,297.66,5.87,943,2024-07-26 13:41:09,13
955,Karajagi,Clouds,86,296.74,5.71,954,2024-07-26 13:44:39,13
956,Kāranja,Clouds,81,300.11,8.34,954,2024-07-26 13:44:40,13
957,Karjat,Clouds,90,299.89,5.67,999,2024-07-26 13:44:40,13
958,Karmāla,Clouds,80,297.46,7.64,944,2024-07-26 13:44:41,13
959,Kasara,Clouds,91,298.78,6.93,972,2024-07-26 13:44:41,13
960,Kati,Rain,96,294.46,2.67,965,2024-07-26 13:44:44,13
961,Kātol,Clouds,93,297.41,5.62,954,2024-07-26 13:44:39,13
962,Khadki,Clouds,76,298.46,9.01,943,2024-07-26 13:44:45,13
963,Khalapur,Clouds,89,299.76,5.53,997,2024-07-26 13:44:45,13
964,Khāmgaon,Clouds,83,299.59,6.34,964,2024-07-26 13:41:48,13
965,Khānāpur,Rain,88,298.94,6.54,936,2024-07-26 13:41:39,13
966,Khandala,Clouds,80,295.95,5.24,922,2024-07-26 13:44:46,13
967,Khāpa,Rain,90,301.12,4.63,964,2024-07-26 13:44:47,13
968,Kharakvasla,Clouds,80,297.77,7.89,941,2024-07-26 13:44:47,13
969,Kharda,Clouds,83,297.52,8.09,949,2024-07-26 13:44:47,13
970,Kharghar,Clouds,86,301.14,7.44,1003,2024-07-26 13:44:48,13
971,Khed,Clouds,83,301.23,4.26,1003,2024-07-26 13:44:48,13
972,Khetia,Clouds,76,301.85,6.89,978,2024-07-26 13:41:45,13
973,Khoni,Clear,57,300.7,1.03,989,2024-07-26 13:44:49,13
974,Khopoli,Clouds,90,298.87,5.84,982,2024-07-26 13:44:49,13
975,Khuldābād,Clouds,74,298.66,10.76,915,2024-07-26 13:44:49,13
976,Kinwat,Clouds,90,297.62,7.45,967,2024-07-26 13:44:50,13
977,Kodoli,Clouds,89,297.21,6.4,944,2024-07-26 13:41:46,13
978,Kolhāpur,Clouds,84,298.21,7.61,945,2024-07-26 13:41:15,13
979,Kondalwādi,Clouds,91,296.31,7.91,963,2024-07-26 13:44:51,13
980,Kondhali,Clouds,92,300.16,5.8,948,2024-07-26 13:44:51,13
981,Kopar Khairane,Clouds,83,301.16,4.63,1003,2024-07-26 13:44:51,13
982,Kopargaon,Clouds,75,299.95,10.09,948,2024-07-26 13:44:52,13
983,Korādi,Haze,89,301.16,2.57,964,2024-07-26 13:44:53,13
984,Koregaon,Clouds,74,299.03,9.07,943,2024-07-26 13:41:45,13
985,Kudāl,Clouds,84,300.32,6.38,1003,2024-07-26 13:44:54,13
986,Kurandvād,Clouds,80,298.8,9.04,946,2024-07-26 13:41:45,13
987,Kurduvādi,Clouds,88,296.35,5.39,948,2024-07-26 13:41:46,13
988,Kusumba,Clouds,85,299.14,4.95,970,2024-07-26 13:44:55,13
989,Lānja,Clouds,85,300.13,5.35,990,2024-07-26 13:44:57,13
990,Lāsalgaon,Clouds,78,299.25,11.14,938,2024-07-26 13:44:57,13
991,Latur,Clouds,88,295.46,7.19,933,2024-07-26 13:44:57,13
992,Lavasa,Clouds,89,295.48,5.63,925,2024-07-26 13:44:58,13
993,Lohogaon,Clouds,75,298.37,9.41,938,2024-07-26 13:45:01,13
994,Lonār,Clouds,81,297.71,8.42,938,2024-07-26 13:45:02,13
995,Lonavla,Clouds,87,296.15,5.66,936,2024-07-26 13:45:02,13
996,Mahābaleshwar,Clouds,90,290.66,4.25,858,2024-07-26 13:45:03,13
997,Mahād,Clouds,91,299.27,3.51,1005,2024-07-26 13:40:23,13
998,Maindargi,Clouds,82,297.67,6.93,954,2024-07-26 13:45:07,13
999,Mājalgaon,Clouds,81,297.65,7.76,957,2024-07-26 13:45:07,13
1000,Mākhjan,Clouds,84,300.91,4.4,1004,2024-07-26 13:45:07,13
1001,Malegaon,Clouds,66,301.51,9.93,954,2024-07-26 13:45:10,13
1002,Malkāpur,Clouds,86,299.29,6.0,972,2024-07-26 13:45:10,13
1003,Mālvan,Clouds,83,300.96,9.26,1005,2024-07-26 13:45:11,13
1004,Manchar,Clouds,73,299.34,10.7,930,2024-07-26 13:45:12,13
1005,Mandhal,Clouds,48,308.54,5.71,994,2024-07-26 13:45:14,13
1006,Mandwa,Clouds,87,299.19,6.02,974,2024-07-26 13:45:14,13
1007,Mangaon,Clouds,91,299.75,4.69,1004,2024-07-26 13:45:14,13
1008,Mangrūl Pīr,Clouds,80,299.23,8.58,953,2024-07-26 13:45:15,13
1009,Mājalgaon,Clouds,82,297.93,7.36,956,2024-07-26 13:41:45,13
1010,Mankhurd,Clouds,83,301.16,4.63,1003,2024-07-26 13:45:16,13
1011,Manmād,Clouds,75,299.74,11.94,939,2024-07-26 13:45:16,13
1012,Manor,Clouds,88,300.59,6.99,1001,2024-07-26 13:45:16,13
1013,Mansar,Rain,90,301.0,4.2,962,2024-07-26 13:45:17,13
1014,Mānwat,Clouds,82,298.14,7.3,954,2024-07-26 13:44:33,13
1015,Mātherān,Clouds,88,296.3,5.89,921,2024-07-26 13:45:20,13
1016,Mehekar,Clouds,78,299.37,9.59,941,2024-07-26 13:41:47,13
1017,Mehergaon,Clouds,73,300.75,9.42,964,2024-07-26 13:45:25,13
1018,Mehkar,Clouds,78,299.3,9.59,940,2024-07-26 13:45:25,13
1019,Mhasla,Clouds,86,300.71,6.06,1003,2024-07-26 13:45:27,13
1020,Mhāsvād,Clouds,63,300.77,10.64,939,2024-07-26 13:41:45,13
1021,Miraj,Clouds,81,298.59,9.31,944,2024-07-26 13:45:27,13
1022,Mohadi,Clouds,84,298.46,10.55,937,2024-07-26 13:45:27,13
1023,Mol,Clouds,50,295.91,2.06,1005,2024-07-26 13:45:28,13
1024,Mohpa,Clouds,90,300.79,5.18,959,2024-07-26 13:40:29,13
1025,Moram,Clouds,88,295.77,7.52,940,2024-07-26 13:41:46,13
1026,Morsi,Clouds,94,298.19,4.01,961,2024-07-26 13:45:30,13
1027,Mowād,Clouds,96,296.91,4.27,955,2024-07-26 13:45:31,13
1028,Mudkhed,Clouds,90,296.9,6.9,960,2024-07-26 13:41:47,13
1029,Mukher,Clouds,90,296.33,7.34,957,2024-07-26 13:45:31,13
1030,Mūl,Rain,92,298.53,5.19,978,2024-07-26 13:45:32,13
1031,Mumbai,Clouds,83,301.14,5.14,1003,2024-07-26 13:40:42,13
1032,Murbād,Clouds,88,299.28,5.46,995,2024-07-26 13:40:50,13
1033,Murgūd,Clouds,89,297.47,6.64,945,2024-07-26 13:45:34,13
1034,Murtajāpur,Clouds,83,300.09,7.73,966,2024-07-26 13:45:34,13
1035,Murum,Clouds,67,288.07,2.99,983,2024-07-26 13:45:36,13
1036,Nagapur,Clouds,75,299.12,10.05,943,2024-07-26 13:45:36,13
